4.300000;2.300000;1.600000;1.165314;-0.139028;-0.049705;0.488317;0.488317;0.488317;-0.037578;-0.117707;0.032331;-0.214217;-0.466944;0.379739;0.000000;0.000000;0.000000;19.319000
4.323404;2.297329;1.598941;1.175072;-0.128128;-0.056195;0.487523;0.487523;0.487523;-0.041822;-0.126929;0.039831;-0.210135;-0.455393;0.370289;0.000000;0.000000;0.000000;19.319000
4.347003;2.294875;1.597752;1.184814;-0.117278;-0.062670;0.486645;0.486645;0.486645;-0.045983;-0.135925;0.047145;-0.205965;-0.444234;0.361164;0.000000;0.000000;0.000000;19.319000
4.370796;2.292637;1.596434;1.194537;-0.106483;-0.069126;0.485684;0.485684;0.485684;-0.050060;-0.144701;0.054279;-0.201725;-0.433440;0.352342;0.000000;0.000000;0.000000;19.319000
4.394784;2.290615;1.594987;1.204241;-0.095746;-0.075560;0.484643;0.484643;0.484643;-0.054051;-0.153265;0.061240;-0.197435;-0.422984;0.343806;0.000000;0.000000;0.000000;19.319000
4.418966;2.288807;1.593412;1.213923;-0.085071;-0.081969;0.483523;0.483523;0.483523;-0.057957;-0.161623;0.068033;-0.193112;-0.412843;0.335537;0.000000;0.000000;0.000000;19.319000
4.443341;2.287212;1.591709;1.223581;-0.074459;-0.088352;0.482325;0.482325;0.482325;-0.061776;-0.169781;0.074663;-0.188772;-0.402993;0.327519;0.000000;0.000000;0.000000;19.319000
4.467909;2.285828;1.589878;1.233215;-0.063916;-0.094704;0.481052;0.481052;0.481052;-0.065508;-0.177744;0.081135;-0.184429;-0.393415;0.319736;0.000000;0.000000;0.000000;19.319000
4.492669;2.284654;1.587921;1.242823;-0.053444;-0.101024;0.479706;0.479706;0.479706;-0.069153;-0.185519;0.087454;-0.180096;-0.384088;0.312175;0.000000;0.000000;0.000000;19.319000
4.517622;2.283690;1.585837;1.252403;-0.043046;-0.107309;0.478287;0.478287;0.478287;-0.072712;-0.193109;0.093624;-0.175785;-0.374995;0.304821;0.000000;0.000000;0.000000;19.319000
4.542765;2.282932;1.583629;1.261954;-0.032726;-0.113557;0.476798;0.476798;0.476798;-0.076185;-0.200520;0.099648;-0.171507;-0.366120;0.297662;0.000000;0.000000;0.000000;19.319000
4.568100;2.282380;1.581295;1.271474;-0.022485;-0.119765;0.475240;0.475240;0.475240;-0.079572;-0.207755;0.105532;-0.167270;-0.357448;0.290687;0.000000;0.000000;0.000000;19.319000
4.593624;2.282032;1.578838;1.280963;-0.012328;-0.125930;0.473615;0.473615;0.473615;-0.082876;-0.214819;0.111277;-0.163083;-0.348966;0.283883;0.000000;0.000000;0.000000;19.319000
4.619338;2.281886;1.576259;1.290418;-0.002256;-0.132051;0.471926;0.471926;0.471926;-0.086096;-0.221715;0.116888;-0.158953;-0.340659;0.277242;0.000000;0.000000;0.000000;19.319000
4.645241;2.281941;1.573557;1.299840;0.007726;-0.138126;0.470172;0.470172;0.470172;-0.089234;-0.228447;0.122368;-0.154886;-0.332518;0.270754;0.000000;0.000000;0.000000;19.319000
4.671331;2.282195;1.570734;1.309225;0.017618;-0.144151;0.468357;0.468357;0.468357;-0.092292;-0.235017;0.127719;-0.150888;-0.324531;0.264410;0.000000;0.000000;0.000000;19.319000
4.697609;2.282645;1.567791;1.318573;0.027415;-0.150125;0.466481;0.466481;0.466481;-0.095270;-0.241429;0.132945;-0.146964;-0.316689;0.258201;0.000000;0.000000;0.000000;19.319000
4.724074;2.283291;1.564729;1.327884;0.037116;-0.156047;0.464546;0.464546;0.464546;-0.098171;-0.247685;0.138048;-0.143116;-0.308983;0.252122;0.000000;0.000000;0.000000;19.319000
4.750724;2.284129;1.561549;1.337155;0.046718;-0.161912;0.462555;0.462555;0.462555;-0.100995;-0.253789;0.143031;-0.139348;-0.301406;0.246164;0.000000;0.000000;0.000000;19.319000
4.777560;2.285159;1.558253;1.346386;0.056218;-0.167721;0.460507;0.460507;0.460507;-0.103745;-0.259743;0.147895;-0.135663;-0.293951;0.240321;0.000000;0.000000;0.000000;19.319000
4.804579;2.286377;1.554841;1.355575;0.065614;-0.173471;0.458405;0.458405;0.458405;-0.106422;-0.265548;0.152644;-0.132062;-0.286611;0.234589;0.000000;0.000000;0.000000;19.319000
4.831783;2.287783;1.551315;1.364721;0.074904;-0.179159;0.456251;0.456251;0.456251;-0.109028;-0.271208;0.157280;-0.128547;-0.279380;0.228960;0.000000;0.000000;0.000000;19.319000
4.859168;2.289373;1.547675;1.373824;0.084086;-0.184785;0.454045;0.454045;0.454045;-0.111565;-0.276724;0.161803;-0.125117;-0.272255;0.223432;0.000000;0.000000;0.000000;19.319000
4.886735;2.291145;1.543924;1.382883;0.093157;-0.190346;0.451789;0.451789;0.451789;-0.114034;-0.282099;0.166217;-0.121775;-0.265229;0.217998;0.000000;0.000000;0.000000;19.319000
4.914483;2.293098;1.540062;1.391896;0.102115;-0.195840;0.449484;0.449484;0.449484;-0.116436;-0.287334;0.170524;-0.118518;-0.258300;0.212655;0.000000;0.000000;0.000000;19.319000
4.942411;2.295229;1.536091;1.400862;0.110958;-0.201266;0.447131;0.447131;0.447131;-0.118775;-0.292431;0.174724;-0.115348;-0.251464;0.207400;0.000000;0.000000;0.000000;19.319000
4.970517;2.297536;1.532012;1.409781;0.119685;-0.206622;0.444733;0.444733;0.444733;-0.121051;-0.297393;0.178820;-0.112262;-0.244717;0.202228;0.000000;0.000000;0.000000;19.319000
4.998802;2.300016;1.527826;1.418651;0.128292;-0.211907;0.442290;0.442290;0.442290;-0.123266;-0.302220;0.182814;-0.109259;-0.238058;0.197138;0.000000;0.000000;0.000000;19.319000
5.027263;2.302667;1.523536;1.427472;0.136778;-0.217119;0.439803;0.439803;0.439803;-0.125422;-0.306916;0.186706;-0.106339;-0.231484;0.192125;0.000000;0.000000;0.000000;19.319000
5.055900;2.305486;1.519142;1.436243;0.145142;-0.222256;0.437273;0.437273;0.437273;-0.127520;-0.311480;0.190499;-0.103500;-0.224993;0.187188;0.000000;0.000000;0.000000;19.319000
5.084712;2.308472;1.514646;1.444963;0.153381;-0.227316;0.434702;0.434702;0.434702;-0.129562;-0.315916;0.194194;-0.100738;-0.218583;0.182324;0.000000;0.000000;0.000000;19.319000
5.113698;2.311621;1.510050;1.453631;0.161494;-0.232300;0.432091;0.432091;0.432091;-0.131550;-0.320224;0.197793;-0.098054;-0.212253;0.177531;0.000000;0.000000;0.000000;19.319000
5.142857;2.314930;1.505355;1.462246;0.169478;-0.237203;0.429441;0.429441;0.429441;-0.133485;-0.324407;0.201296;-0.095443;-0.206002;0.172807;0.000000;0.000000;0.000000;19.319000
5.172188;2.318399;1.500562;1.470808;0.177333;-0.242027;0.426752;0.426752;0.426752;-0.135368;-0.328465;0.204706;-0.092904;-0.199828;0.168151;0.000000;0.000000;0.000000;19.319000
5.201689;2.322023;1.495674;1.479316;0.185056;-0.246769;0.424026;0.424026;0.424026;-0.137202;-0.332400;0.208023;-0.090434;-0.193731;0.163561;0.000000;0.000000;0.000000;19.319000
5.231360;2.325800;1.490692;1.487769;0.192647;-0.251427;0.421264;0.421264;0.421264;-0.138986;-0.336215;0.211249;-0.088031;-0.187710;0.159035;0.000000;0.000000;0.000000;19.319000
5.261200;2.329728;1.485618;1.496166;0.200103;-0.256001;0.418467;0.418467;0.418467;-0.140723;-0.339909;0.214384;-0.085692;-0.181764;0.154572;0.000000;0.000000;0.000000;19.319000
5.291206;2.333803;1.480452;1.504507;0.207423;-0.260489;0.415636;0.415636;0.415636;-0.142414;-0.343486;0.217432;-0.083414;-0.175892;0.150171;0.000000;0.000000;0.000000;19.319000
5.321379;2.338024;1.475199;1.512791;0.214606;-0.264890;0.412771;0.412771;0.412771;-0.144060;-0.346945;0.220392;-0.081195;-0.170094;0.145830;0.000000;0.000000;0.000000;19.319000
5.351718;2.342387;1.469857;1.521018;0.221650;-0.269203;0.409874;0.409874;0.409874;-0.145662;-0.350290;0.223265;-0.079033;-0.164370;0.141550;0.000000;0.000000;0.000000;19.319000
5.382220;2.346889;1.464431;1.529186;0.228553;-0.273427;0.406945;0.406945;0.406945;-0.147222;-0.353521;0.226054;-0.076923;-0.158719;0.137328;0.000000;0.000000;0.000000;19.319000
5.412885;2.351528;1.458921;1.537295;0.235316;-0.277560;0.403985;0.403985;0.403985;-0.148740;-0.356639;0.228759;-0.074865;-0.153139;0.133163;0.000000;0.000000;0.000000;19.319000
5.443711;2.356301;1.453329;1.545345;0.241935;-0.281602;0.400995;0.400995;0.400995;-0.150217;-0.359647;0.231381;-0.072855;-0.147632;0.129056;0.000000;0.000000;0.000000;19.319000
5.474698;2.361204;1.447658;1.553335;0.248411;-0.285551;0.397977;0.397977;0.397977;-0.151654;-0.362545;0.233922;-0.070891;-0.142196;0.125004;0.000000;0.000000;0.000000;19.319000
5.505844;2.366236;1.441908;1.561264;0.254742;-0.289407;0.394930;0.394930;0.394930;-0.153053;-0.365335;0.236382;-0.068970;-0.136830;0.121007;0.000000;0.000000;0.000000;19.319000
5.537148;2.371393;1.436082;1.569132;0.260927;-0.293168;0.391855;0.391855;0.391855;-0.154413;-0.368019;0.238762;-0.067091;-0.131534;0.117064;0.000000;0.000000;0.000000;19.319000
5.568609;2.376672;1.430182;1.576938;0.266964;-0.296833;0.388753;0.388753;0.388753;-0.155737;-0.370597;0.241064;-0.065251;-0.126307;0.113175;0.000000;0.000000;0.000000;19.319000
5.600225;2.382071;1.424209;1.584682;0.272854;-0.300403;0.385626;0.385626;0.385626;-0.157024;-0.373071;0.243289;-0.063447;-0.121148;0.109337;0.000000;0.000000;0.000000;19.319000
5.631996;2.387585;1.418166;1.592363;0.278594;-0.303874;0.382473;0.382473;0.382473;-0.158275;-0.375443;0.245438;-0.061678;-0.116057;0.105552;0.000000;0.000000;0.000000;19.319000
5.663919;2.393213;1.412055;1.599981;0.284184;-0.307248;0.379295;0.379295;0.379295;-0.159491;-0.377714;0.247512;-0.059943;-0.111032;0.101817;0.000000;0.000000;0.000000;19.319000
5.695995;2.398952;1.405877;1.607535;0.289623;-0.310523;0.376093;0.376093;0.376093;-0.160673;-0.379885;0.249511;-0.058238;-0.106072;0.098131;0.000000;0.000000;0.000000;19.319000
5.728220;2.404797;1.399635;1.615024;0.294909;-0.313698;0.372868;0.372868;0.372868;-0.161821;-0.381957;0.251437;-0.056563;-0.101176;0.094494;0.000000;0.000000;0.000000;19.319000
5.760595;2.410747;1.393330;1.622449;0.300043;-0.316772;0.369621;0.369621;0.369621;-0.162935;-0.383932;0.253291;-0.054916;-0.096342;0.090904;0.000000;0.000000;0.000000;19.319000
5.793118;2.416798;1.386964;1.629809;0.305024;-0.319745;0.366351;0.366351;0.366351;-0.164017;-0.385811;0.255074;-0.053295;-0.091569;0.087362;0.000000;0.000000;0.000000;19.319000
5.825787;2.422947;1.380541;1.637103;0.309850;-0.322616;0.363060;0.363060;0.363060;-0.165067;-0.387595;0.256786;-0.051700;-0.086856;0.083864;0.000000;0.000000;0.000000;19.319000
5.858602;2.429191;1.374060;1.644331;0.314521;-0.325384;0.359748;0.359748;0.359748;-0.166086;-0.389286;0.258429;-0.050129;-0.082200;0.080411;0.000000;0.000000;0.000000;19.319000
5.891560;2.435527;1.367526;1.651493;0.319037;-0.328049;0.356417;0.356417;0.356417;-0.167073;-0.390884;0.260003;-0.048581;-0.077601;0.077001;0.000000;0.000000;0.000000;19.319000
5.924661;2.441951;1.360939;1.658588;0.323396;-0.330610;0.353066;0.353066;0.353066;-0.168029;-0.392390;0.261509;-0.047055;-0.073055;0.073633;0.000000;0.000000;0.000000;19.319000
5.957903;2.448462;1.354302;1.665616;0.327598;-0.333066;0.349696;0.349696;0.349696;-0.168955;-0.393806;0.262948;-0.045550;-0.068562;0.070305;0.000000;0.000000;0.000000;19.319000
5.991285;2.455054;1.347617;1.672576;0.331643;-0.335417;0.346308;0.346308;0.346308;-0.169851;-0.395133;0.264322;-0.044067;-0.064118;0.067016;0.000000;0.000000;0.000000;19.319000
6.024806;2.461726;1.340886;1.679468;0.335529;-0.337663;0.342902;0.342902;0.342902;-0.170718;-0.396371;0.265629;-0.042603;-0.059721;0.063766;0.000000;0.000000;0.000000;19.319000
6.058463;2.468474;1.334111;1.686292;0.339257;-0.339802;0.339479;0.339479;0.339479;-0.171555;-0.397522;0.266872;-0.041159;-0.055370;0.060552;0.000000;0.000000;0.000000;19.319000
